id,slug,name,url,tags,supportedNetworks
kiloex,kiloex,kiloex,https://www.kiloex.io/,,opbnb
kim-exchange,kim-exchange,Kim Exchange,https://www.kim.exchange/,,mode
king-of-the-degens,king-of-the-degens,King of the Degens,https://www.degen.game/kotd,gaming,base
kinza,kinza,Kinza,https://kinza.finance/,lending,"opbnb, ethereum, binance-smart-chain"
kleros,kleros,Kleros,https://kleros.io/,,gnosis
klima,klima,Klima,https://www.klimadao.finance/,elastic-finance,polygon
known-origin,known-origin,KnownOirigin,https://knownorigin.io/,nft-marketplace,ethereum
kogefarm,kogefarm,KogeFarm,https://www.kogefarm.io/,yield-aggregator,polygon
koi-finance,koi-finance,Koi Finance,https://dapp.koi.finance/swap,decentralized-exchange,zksync
koyo,koyo,Kōyō Finance,https://koyo.finance,decentralized-exchange,
Kroma,Kroma,Kroma,https://kroma.network/,,ethereum
ktx-finance,ktx-finance,KTX Finance,https://ktx.finance/,,arbitrum
kucoin,kucoin,Kucoin,https://www.kucoin.com/,,ethereum
kuroro-beasts,kuroro-beasts,Kuroro Beasts,https://www.kuroro.com/,gaming,arbitrum
kwenta,kwenta,Kwenta,https://kwenta.io/,derivatives,optimism
kyber-dao,kyber-dao,Kyber DAO,https://kyber.org/,decentralized-exchange,ethereum
kyberswap-aggregator,kyberswap-aggregator,KyberSwap Aggregator,https://kyberswap.com/,decentralized-exchange,"arbitrum, scroll, optimism, ethereum"
kyberswap-classic,kyberswap-classic,KyberSwap Classic,https://kyberswap.com/swap,liquidity-pool,"optimism, avalanche, base, fantom, binance-smart-chain, ethereum, arbitrum, polygon"
kyberswap-elastic,kyberswap-elastic,KyberSwap Elastic,https://kyberswap.com,liquidity-pool,"base, arbitrum, optimism, ethereum"
l-two-marathon,l-two-marathon,L2 Marathon,https://l2marathon.com/,gaming,"arbitrum, base, ethereum, optimism"
land-torn,land-torn,LandTorn,https://landtorn.com/lorak,gaming,base
launchpool,launchpool,Launchpool,https://launchpool.xyz/,liquidity-pool,ethereum
layer2dao,layer2dao,Layer2DAO,https://www.layer2dao.org/#/,,arbitrum
layer-3,layer-3,Layer3,https://layer3.xyz/,,"optimism, celo, binance-smart-chain, base, polygon, arbitrum, ethereum"
layer-ai,layer-ai,LayerAI,https://layerai.org/,,ethereum
layer-bank,layer-bank,LayerBank,https://layerbank.finance/,,"mode, scroll, linea, b2, bob"
layer-zero,layer-zero,Layer Zero Bridge,https://layerzero.network/,bridge,"apechain, optimism, blast, arbitrum, ethereum, base"
leaguedao,leaguedao,LeagueDAO,https://leaguedao.com/,,ethereum
league-of-kingdoms,league-of-kingdoms,League of Kingdoms,https://linktr.ee/leagueofkingdoms,gaming,ethereum
leet-swap,leet-swap,LeetSwap,https://leetswap.finance/,decentralized-exchange,base
lemma-finance,lemma-finance,Lemma Finance,https://v2.lemma.finance/,algorithmic-stablecoin,optimism
lemon,lemon,Lemon,https://beta.lemon.tips/,,morph
 lemonblast, lemonblast, LemonBlast,https://lemonblast.xyz/,,blast
lendle,lendle,Lendle.xyz,https://www.lendle.xyz/,,mantle
lens,lens,Lens,https://www.lens.xyz/,,polygon
LEVEL-Finance,LEVEL-Finance,LEVEL Finance,https://app.level.finance/,,arbitrum
lido,lido,Lido,https://lido.fi/,liquid-staking,ethereum
lifi,lifi,Li.Fi,https://li.fi/,bridge,"optimism, base, binance-smart-chain, polygon, mode, ethereum, arbitrum, blast, linea"
light-link,light-link,Light Link,https://twitter.com/LightLinkChain,,ethereum
lil-nouns-dao,lil-nouns-dao,Lil Nouns DAO,https://twitter.com/lilnounsdao,,ethereum
limitless,limitless,Limitless,https://limitlessfi.app/,staking,base
linea,linea,Linea Bridge,https://linea.build/,infrastructure,"arbitrum, ethereum"
lingo-islands,lingo-islands,Lingo,https://lingoislands.com/,,base
link-drop,link-drop,Linkdrop,https://www.linkdrop.io/,,"base, ethereum"
link-pool,link-pool,LinkPool,https://linkpool.io/,staking,ethereum
LINQ,LINQ,LINQ,https://www.linqgroup.io/,,ethereum
liquiddriver,liquiddriver,LiquidDriver,https://www.liquiddriver.finance/,yield-aggregator,fantom
liquidity-money,liquidity-money,Liquidity.money,https://liquidity.money/,staking,ethereum
liquis,liquis,Liquis,https://www.liquis.app/,,ethereum
liquity,liquity,Liquity,https://www.liquity.org/,collateralized-debt-position,ethereum
LiqWrap,LiqWrap,LiqWrap,https://liqwrap.com/,,ethereum
listadao,listadao,Lista DAO,https://lista.org/,"lending, staking, stablecoin",binance-smart-chain
Livepeer,Livepeer,Livepeer,https://livepeer.org/,,arbitrum
llama-airforce,llama-airforce,Llama Airforce,https://llama.airforce/,yield-aggregator,ethereum
llamapay,llamapay,LlamaPay,https://llamapay.io/,payments,"polygon, ethereum, arbitrum, optimism"
llamaswap,llamaswap,LlamaSwap,https://swap.defillama.com/?chain=ethereum&from=0x0000000000000000000000000000000000000000,,"arbitrum, optimism"
LocalCoinSwap,LocalCoinSwap,LocalCoinSwap,https://localcoinswap.com/,,ethereum
lodestar-v0,lodestar-v0,Lodestar V0,https://www.lodestarfinance.io/,lending,arbitrum
lodestar-v1,lodestar-v1,Lodestar V1,https://www.lodestarfinance.io/,lending,arbitrum
logx,logx,LogX,https://app.logx.trade/#BTC,,"blast, arbitrum"
lombard,lombard,Lombard Finance,https://www.lombard.finance/app/vault/,,ethereum
looks-rare,looks-rare,LooksRare,https://looksrare.org/,nft-marketplace,ethereum
Loopring,Loopring,Loopring,https://loopring.org/#/,,ethereum
Looter,Looter,Looter,https://www.looter.ai/,,ethereum
loot-genie,loot-genie,Loot Genie,https://www.lootgenie.xyz/,,base
realms,realms,Loot Realms,https://bibliothecadao.xyz/,gaming,ethereum
love-game,love-game,love.game,https://www.love.game/,gaming,ethereum
love-hate-inu,love-hate-inu,Love Hate Inu,https://www.okx.com/join/lhinu,infrastructure,ethereum
liquid-savings-dai,liquid-savings-dai,LSDAI,https://lsd.money/,liquid-staking,ethereum
lsd-protocol,lsd-protocol,LSD Protocol,https://lsdprotocol.io/,liquid-staking,ethereum
Lucky-Block-Casino-&-Sportsbook,Lucky-Block-Casino-&-Sportsbook,Lucky Block Casino & Sportsbook,https://www.luckyblock.com/en,,ethereum
lvcdia,lvcdia,LVCDIA,https://lvcidia.xyz/,nft-marketplace,ethereum
lybra-finance,lybra-finance,Lybra Finance,https://lybra.finance/,"algorithmic-stablecoin, liquid-staking",ethereum
lydia,lydia,Lydia Finance,https://www.lydia.finance/,liquidity-pool,avalanche
lyra,lyra,Lyra,https://www.lyra.finance/,options,"optimism, ethereum, arbitrum, base"
lyra-avalon,lyra-avalon,Lyra Avalon,https://app.lyra.finance/#/portfolio,options,"arbitrum, optimism, ethereum"
maestro,maestro,Maestro,https://www.maestrobots.com/,,ethereum
magic-eden,magic-eden,Magic Eden,https://magiceden.io/,nft-marketplace,ethereum
magicswap,magicswap,Magic Swap,https://magicswap.lol/,decentralized-exchange,arbitrum
magnate-finance,magnate-finance,Magnate Finance,https://www.magnate.finance/,lending,base
magpie,magpie,Magpie,https://www.magpiexyz.io/,yield-aggregator,"binance-smart-chain, base, arbitrum, ethereum"
mahadao,mahadao,MahaDAO,https://gov.mahadao.com/#/,"farming, staking",ethereum
maker,maker,Maker,https://makerdao.com/en/,collateralized-debt-position,ethereum
manifold,manifold,Manifold,https://manifold.xyz/,nft-marketplace,"ethereum, base"
manifold-finance,manifold-finance,Manifold Finance,https://www.manifoldfinance.com/,infrastructure,
manta-pacific,manta-pacific,Manta Pacific Bridge,https://pacific.manta.network/,"bridge, cross-chain",ethereum
mantle-network,mantle-network,Mantle Network,https://www.mantle.xyz/,,"ethereum, mantle"
mantlerewardstation,mantlerewardstation,Mantle Reward Station,https://rewards.mantle.xyz/,staking,mantle
mantle-swap,mantle-swap,MantleSwap,,decentralized-exchange,mantle
mantra-finance,mantra-finance,MANTRA,https://www.mantrachain.io/,,ethereum
maple,maple,Maple,https://www.maple.finance/,lending,"base, ethereum"
market-xyz,market-xyz,Market,https://www.market.xyz/,liquidity-pool,"polygon, avalanche"
Marlin,Marlin,Marlin,https://www.marlin.org/,,arbitrum
marswap,marswap,MARSWAP,https://zk.marswap.exchange/,,binance-smart-chain
masterdex,masterdex,MasterDEX,https://masterdex.xyz/,,binance-smart-chain
match-finance,match-finance,Match Finance,https://www.matchfinance.io/,yield-aggregator,ethereum
matrix,matrix,MATR1X FIRE,https://x.com/Matr1xOfficial,gaming,ethereum
maverick-protocol,maverick-protocol,Maverick Protocol,https://www.mav.xyz/,decentralized-exchange,"ethereum, scroll, base"
Maximus,Maximus,Maximus,https://bento.me/maximusdao,,ethereum
mayan,mayan,Mayan,https://mayan.finance/,,"ethereum, arbitrum, base"
mct,mct,MCT,https://mct.xyz/,,"base, optimism"
mellow-finance,mellow-finance,Mellow Finance,https://app.mellow.finance/restake,,ethereum
memecoin-new,memecoin-new,Memecoin.new,https://memecoin.new/,,base
meme-kombat,meme-kombat,Meme Kombat,https://memekombat.io/#howItWorks,,ethereum
meme-land,meme-land,Memeland,https://www.memeland.com/,,ethereum
meme.market,meme.market,meme.market,https://meme.market/,,base
mendifinance,mendifinance,Mendi Finance,https://mendi.finance/,"lending, staking",linea
merchantmoe,merchantmoe,Merchant Moe,https://merchantmoe.com/,decentralized-exchange,mantle
meridian-finance,meridian-finance,Meridian,https://www.meridianfinance.net/,"decentralized-exchange, lending",base
merit-circle,merit-circle,Merit Circle,https://meritcircle.io/,gaming,ethereum
merkl,merkl,Merkl,https://merkl.angle.money/?times=past%2Cactive%2Cfuture%2C&phrase=&chains=,,base
merkly,merkly,Merkly,https://minter.merkly.com/,bridge,"base, polygon, worldchain, scroll, optimism, arbitrum"
merlin-chain,merlin-chain,Merlin Chain,https://merlinchain.io/,,"ethereum, arbitrum"
meshswap,meshswap,Meshswap,https://meshswap.fi/,"lending, liquidity-pool",polygon
meson-network,meson-network,Meson.Network,https://www.meson.network/,,"arbitrum, optimism, blast, ethereum, base"
mes-protocol,mes-protocol,MES Protocol,https://www.mesprotocol.com/,"bridge, cross-chain, decentralized-exchange",ethereum
Mest,Mest,Mest,https://mest.io/,,ethereum
metacade,metacade,Metacade,https://metacade.co/en,gaming,ethereum
meta-factory,meta-factory,MetaFactory,https://shop.metafactory.ai/,,ethereum
metamask,metamask,Metamask,https://metamask.io/,asset-management,"arbitrum, base, optimism, ethereum"
Meta-Monopoly,Meta-Monopoly,Meta Monopoly,https://www.metamonopoly.org/,,ethereum
meta-street,meta-street,MetaStreet,https://www.metastreet.xyz/,lending,ethereum
metatdex,metatdex,MetaTdex,https://www.metatdex.com/,,arbitrum
metavault-trade,metavault-trade,Metavault.Trade,https://metavault.trade/,margin-trading,polygon
metawin,metawin,MetaWin,https://metawin.com/,lottery,ethereum
MetaX,MetaX,MetaX,https://meta-x.io/planetMan/mint,,arbitrum
metis-bridge,metis-bridge,Metis Bridge,https://bridge.metis.io/home,bridge,ethereum
metronome,metronome,Metronome,https://metronome.io/,synthetics,"ethereum, optimism"
mev-bot,mev-bot,MEV Bot,https://boost.flashbots.net/,yield-aggregator,ethereum
mev-io,mev-io,mev.io,https://www.mev.io/,,ethereum
mezo-network,mezo-network,Mezo Network,https://mezo.org/,bridge,ethereum
michi,michi,Michi Protocol,https://twitter.com/MichiProtocol,,arbitrum
midas,midas,Midas Capital,https://app.midascapital.xyz/,liquidity-pool,"binance-smart-chain, polygon"
mightyactionheros,mightyactionheros,Mighty Action Heros,https://app.mightynet.xyz/,gaming,arbitrum
mimic,mimic,mimic,https://www.mimic.fi/,,ethereum
mimo,mimo,Mimo Labs,https://www.mimo.capital/,stablecoin,ethereum
mindnetwork,mindnetwork,Mind Network,https://www.mindnetwork.xyz/,staking,"binance-smart-chain, ethereum"
mintBase,mintBase,mintBase,https://mintbase.net/,,base
mintclub,mintclub,Mint Club,https://mint.club/,nft-lending,"arbitrum, base, avalanche, zora, optimism, degen, apechain, polygon, blast, ethereum, binance-smart-chain"
mintdao,mintdao,MintDAO,https://mintdao.io/,,base
mintfun,mintfun,Mint.fun,Mint.fun,nft-marketplace,base
mintify,mintify,Mintify,https://mintify.xyz/,,blast
mirror,mirror,Mirror,https://mirror.finance/,liquidity-pool,ethereum
mitosis,mitosis,Mitosis,https://expedition.mitosis.org/,,"linea, ethereum, arbitrum, blast, mode, optimism, scroll, binance-smart-chain"
mm-finance,mm-finance,MM.Finance,https://mm.finance/,decentralized-exchange,polygon
mobland,mobland,MOBLAND,https://mob.land/,gaming,ethereum
moca,moca,MOCA - Museum of Crypto Art,https://app.museumofcryptoart.com/,nft-marketplace,ethereum
mode-network,mode-network,Mode Network,https://www.mode.network/,,mode
modragon,modragon,MODragon,https://www.mobox.io/dragonverse/,gaming,arbitrum
monolith,monolith,Monolith,https://monolith.xyz/,,ethereum
monoswap-v2,monoswap-v2,Monoswap V2,https://www.monoswap.io/,decentralized-exchange,blast
moola,moola,Moola,https://moola.market/,,
MoonBase,MoonBase,MoonBase,https://www.moonbase.fi/,,base
moonbeam-staking,moonbeam-staking,Moonbeam Staking,https://apps.moonbeam.network/moonbeam/staking,,
moonbirds,moonbirds,Moonbirds,https://www.proof.xyz/moonbirds,nft-marketplace,ethereum
moonrock,moonrock,Moonrock,https://moonrock.org/,,
moonwell,moonwell,Moonwell,https://moonwell.fi/,lending,"moonbeam, optimism, base"
morchi,morchi,MORCHI,https://morchi.mooar.com/,gaming,polygon
morfi,morfi,MorFi,https://morfi.io/,,morph
morph-bridge,morph-bridge,Morph Bridge,https://bridge.morphl2.io/,,"ethereum, morph"
morpheus,morpheus,Morpheus,https://mor.org/,,"fantom, ethereum"
morphex,morphex,Morphex,https://www.morphex.trade/,"decentralized-exchange, infrastructure",base
morpho,morpho,Morpho,https://morpho.org/,lending,"ethereum, base"
moshicam,moshicam,Moshi.cam,https://moshi.cam/,,base
mountain-protocol,mountain-protocol,Mountain Protocol,https://mountainprotocol.com/,stablecoin,"arbitrum, ethereum"
moxie-protocol,moxie-protocol,Moxie,https://warpcast.com/moxie-protocol,infrastructure,base
mstable,mstable,mStable,https://mstable.org/,asset-management,"ethereum, polygon"
mu-finance,mu-finance,Mu Finance,https://www.mu.exchange/,,gnosis
multichain,multichain,Multichain,https://app.multichain.org,bridge,"avalanche, polygon, optimism, arbitrum, ethereum"
mummy-finance,mummy-finance,Mummy Finance,https://www.mummy.finance/#/,perpetuals-exchange,"optimism, fantom"
munchables,munchables,Munchables,https://www.munchables.app/,nft-marketplace,blast
mux,mux,MUX,https://mux.network/,perpetuals-exchange,"avalanche, arbitrum, fantom, optimism, binance-smart-chain"
mxc,mxc,MXC,https://www.mxc.org/,bridge,"ethereum, arbitrum"
mycelium,mycelium,Mycelium,https://swaps.mycelium.xyz/,margin-trading,"arbitrum, ethereum"
tagify,tagify,Nametag,https://nametag.org/,,arbitrum
napier-finance,napier-finance,Napier Finance,https://napier.finance/,,ethereum
native,native,Native,https://native.org/,,"ethereum, arbitrum"
near-protocol,near-protocol,NEAR Protocol,https://near.org/,,ethereum
nebula-revelation,nebula-revelation,Nebula Revelation,https://nebularevelation.com/,gaming,optimism
NEO-TOKYO,NEO-TOKYO,NEO TOKYO,https://neotokyo.codes/,,ethereum
nereus-finance,nereus-finance,Nereus Finance,https://nereus.finance/,lending,avalanche
nether-fi,nether-fi,Nether Fi,https://netherlabs.org/,perpetuals-exchange,base
netswap,netswap,Netswap,https://netswap.io/,,metis
New-Dawn,New-Dawn,New Dawn,https://newdawn.xyz/,,ethereum
new-order,new-order,New Order,https://www.neworder.network/,launchpad,"avalanche, ethereum"
NewThrone,NewThrone,NewThrone,https://www.newthrone.gg/,,base
nexus-mutual,nexus-mutual,Nexus Mutual,https://nexusmutual.io/,insurance,ethereum
n=f(a),n=f(a),n=f(a),https://nfa.ai/,,ethereum
nft20,nft20,NFT20,https://nft20.io/,nft-marketplace,ethereum
nft-degen,nft-degen,NFT Degen,https://nftdegen.lol/,,degen
NFTEarth,NFTEarth,NFTEarth,https://nftearth.exchange/ethereum,,"arbitrum, base"
nft-fi,nft-fi,NFTfi,https://nftfi.com/,nft-lending,ethereum
nft-worlds,nft-worlds,NFT Worlds,https://nftworlds.com/,nft-marketplace,ethereum
nftx,nftx,NFTX,https://nftx.io/,"nft-marketplace, nft-lending",ethereum
nfty,nfty,NFTY.Finance,https://www.nfty.finance/,nft-lending,ethereum
nice2win,nice2win,nice2win,https://twitter.com/nice2winDapp,gaming,optimism
nifty-island,nifty-island,Nifty Island,https://niftyisland.com/,,"optimism, base"
nile-exchange,nile-exchange,Nile Exchange,https://www.nile.build/,,linea
nocturne,nocturne,Nocturne,https://nocturne.xyz/,,ethereum
node-ai,node-ai,Node AI,https://manage.nodes.ai/dashboard,,ethereum
noggles,noggles,Noggles,https://twitter.com/nogglescoin,,base
nomis,nomis,Nomis,https://twitter.com/0xNomis,,polygon
none,none,None,,infrastructure,"mode, linea, binance-smart-chain, opbnb, apechain, avalanche, celo, zora, shape, base, gnosis, metis, degen, ethereum, mantle, moonbeam, taiko, zksync, polygon, optimism, scroll, fantom, blast, morph, zero, arbitrum"
non-fungibile-fungi,non-fungibile-fungi,Non-Fungible Fungi,https://www.thefungi.app/,,ethereum
notional-finance,notional-finance,Notional Finance,https://notional.finance/,lending,ethereum
notional-finance-v3,notional-finance-v3,Notional Finance V3,https://notional.finance/,lending,"ethereum, arbitrum"
nouns-builder,nouns-builder,Nouns Builder,https://nouns.build/,nft-marketplace,ethereum
nouns-dao,nouns-dao,Nouns DAO,https://nouns.wtf/,nft-marketplace,ethereum
Nova-DAO,Nova-DAO,Nova DAO,https://novadao.io/,,ethereum
numbers-protocol,numbers-protocol,Numbers Protocol,https://www.numbersprotocol.io/,infrastructure,ethereum
numerai,numerai,Numerai,https://numer.ai/,"gaming, prediction-market",ethereum
numunfi,numunfi,numun.fi,https://numun.fi/,,base
oasis-swap,oasis-swap,OasisSwap,https://oasisswap.com,decentralized-exchange,"arbitrum, base"
oath,oath,Oath,https://www.oath.eco/,,optimism
ocean-protocol,ocean-protocol,Ocean Protocol,https://oceanprotocol.com/,,ethereum
odos,odos,Odos,https://odos.xyz/,decentralized-exchange,"scroll, optimism, ethereum, base, arbitrum"
oku-trade,oku-trade,Oku,https://oku.trade/,,"bob, taiko"
okx-dex,okx-dex,OKX Dex,https://www.okx.com/web3,decentralized-exchange,"optimism, arbitrum, base, ethereum"
olive,olive,Olive,https://www.oliveapp.finance/,,arbitrum
olympus,olympus,Olympus,https://www.olympusdao.finance/,elastic-finance,"arbitrum, ethereum, polygon, fantom, avalanche"
omni-btc,omni-btc,OmniBTC,https://app.omnibtc.finance/swap,bridge,base
omni-kingdoms,omni-kingdoms,OmniKingdoms,https://www.omnikingdoms.io/,,scroll
omnilst,omnilst,Omni Liquid Staking,https://omni.ls/,liquid-staking,
omni-network,omni-network,Omni Network,https://omni.network/,liquid-staking,ethereum
omni-x,omni-x,OmniX,https://omnix.finance/,payments,"ethereum, base, optimism"
onchainarcade,onchainarcade,Onchain Arcade,https://www.arcade.fun/,gaming,base
ondo,ondo,Ondo Finance,https://ondo.finance/,yield-aggregator,ethereum
onx,onx,OnX,https://onx.finance/,lending,ethereum
ooki,ooki,Ooki,https://ooki.com/,"collateralized-debt-position, decentralized-exchange, lending, margin-trading, staking","binance-smart-chain, arbitrum, optimism, ethereum, polygon"
open-dollar,open-dollar,Open Dollar,https://www.opendollar.com/,,arbitrum
openeden,openeden,OpenEden,https://openeden.com/,,ethereum
openleverage,openleverage,OpenLeverage,https://openleverage.finance/,decentralized-exchange,"binance-smart-chain, ethereum, blast"
open-ocean,open-ocean,OpenOcean,https://openocean.finance/,decentralized-exchange,"arbitrum, binance-smart-chain, optimism, ethereum"
opensea,opensea,Opensea,https://opensea.io/,nft-marketplace,"apechain, zora, binance-smart-chain, avalanche, ethereum, base, gnosis, optimism, arbitrum, polygon, celo"
gem,gem,Opensea Pro,https://pro.opensea.io/,nft-marketplace,"polygon, ethereum"
opium-network,opium-network,Opium,https://opium.network/,derivatives,ethereum
opolis,opolis,Opolis,https://opolis.co/,payments,ethereum
optimism-gateway,optimism-gateway,Optimism Gateway,https://gateway.optimism.io/welcome,bridge,ethereum
optimism,optimism,Optimism Governance,https://www.optimism.io/,infrastructure,optimism
opx,opx,OPX,https://www.opx.finance/#/,perpetuals-exchange,optimism
oraprotocol,oraprotocol,ORA,https://www.ora.io/,,"arbitrum, ethereum, optimism"
orange-finance,orange-finance,Orange Finance,https://app.orangefinance.io/,,arbitrum
orb,orb,ORB,https://www.orbtoken.xyz/,,
orbiter-finance,orbiter-finance,Orbiter Finance,https://www.orbiter.finance/,bridge,"b2, ethereum, optimism, arbitrum"
orbit-protocol,orbit-protocol,Orbit Protocol,https://app.orbitlending.io/,lending,blast
orderly-network,orderly-network,Orderly Network,https://orderly.network/,,
origami,origami,Origami Finance,https://origami.finance/,collateralized-debt-position,ethereum
origin,origin,Origin,https://originprotocol.eth.limo/,stablecoin,"base, ethereum, optimism, arbitrum"
orion-protocol,orion-protocol,Orion,https://www.orionprotocol.io/,decentralized-exchange,"ethereum, binance-smart-chain"
ostrich-love,ostrich-love,OstrichSwap,ostrich.love,decentralized-exchange,base
otsea,otsea,OTSea,https://www.otsea.xyz/,,ethereum
otterclam,otterclam,Otterclam,https://www.otterclam.finance/,elastic-finance,polygon
overload,overload,Overload Finance,https://app.overload.finance/,,base
OVERLORD,OVERLORD,OVERLORD,https://www.overlord.xyz/,,ethereum
overnight,overnight,Overnight.fi,https://overnight.fi/,asset-management,"blast, polygon, base, linea, binance-smart-chain, arbitrum, optimism"
overtime-markets,overtime-markets,Overtime Markets,https://www.overtimemarkets.xyz/?lang=en,,"arbitrum, optimism"
Owlto-Finance,Owlto-Finance,Owlto Finance,https://owlto.finance/bridge,,"base, arbitrum, b2, ethereum"
paal-ai,paal-ai,PAAL AI,https://paalai.io/,,ethereum
pac-finance,pac-finance,Pac Finance,https://www.pac.finance/,,blast
paid-network,paid-network,PAID NETWORK,https://paidnetwork.com/,,"binance-smart-chain, ethereum"
paladin,paladin,Paladin,https://paladin.vote/,farming,ethereum
palette,palette,Palette,https://palette.haus/,,ethereum
palm-studio,palm-studio,Palm NFT Studio,https://palmnftstudio.com/,,ethereum
pancakeswap,pancakeswap,PancakeSwap,https://pancakeswap.finance/,"liquidity-pool, lottery","ethereum, opbnb, base, arbitrum, binance-smart-chain"
pancakeswap-v3,pancakeswap-v3,PancakeSwap V3,https://pancakeswap.finance,"liquidity-pool, lottery, farming","linea, arbitrum, ethereum, binance-smart-chain, base, zksync"
pangolin,pangolin,Pangolin,https://pangolin.exchange/,liquidity-pool,avalanche
panko-finance,panko-finance,Panko Finance,https://panko.finance/,,taiko
panoptic,panoptic,Panoptic,https://panoptic.xyz/,,base
panz-raffle,panz-raffle,Panz,https://panz.app/,,ethereum
papr,papr,Papr,https://papr.wtf/,nft-lending,ethereum
papyrus-swap,papyrus-swap,Papyrus Swap,https://papyrusswap.com/#/,,scroll
parabol,parabol,parabol,https://www.parabol.fi/,,ethereum
ParagonsDAO,ParagonsDAO,Paragons DAO,https://paragonsdao.com/,,"base, ethereum"
parallax-finance,parallax-finance,Parallax Finance,https://parallaxfinance.org/,,arbitrum
parallel,parallel,Parallel,https://parallel.life/,nft-marketplace,"ethereum, base"
paraswap,paraswap,Paraswap,https://paraswap.io/,,"base, ethereum, optimism, arbitrum, polygon"
para-space,para-space,ParaX,https://parax.ai/,"collateralized-debt-position, lending, nft-lending, staking",ethereum
particle,particle,Particle,https://x.com/particle_trade,,blast
partcile-network,partcile-network,Particle Network,https://particle.network/,,opbnb
party-dao,party-dao,PartyDAO,https://www.party.app/,,"base, ethereum"
partyswap,partyswap,PartySwap,https://app.partyswap.io/,,avalanche
paycaster,paycaster,Paycaster,https://paycaster.co/,,
pearl-fi,pearl-fi,PearlFi,https://www.pearl.exchange/swap,decentralized-exchange,polygon
pear-protocol,pear-protocol,Pear Protocol,https://x.com/pear_protocol,,arbitrum
pell-network,pell-network,Pell Network,https://pell.network/,,b2
pencils-protocol,pencils-protocol,Pencils Protocol,https://pencilsprotocol.io/,,scroll
pendle,pendle,Pendle,https://pendle.finance/,"liquidity-pool, lottery","optimism, mantle, arbitrum, ethereum, binance-smart-chain"
pendle-v2,pendle-v2,Pendle V2,https://www.pendle.finance/,derivatives,"mantle, ethereum, blast, arbitrum"
pendle-v3,pendle-v3,Pendle V3,https://www.pendle.finance/,,"ethereum, optimism, arbitrum"
penguin,penguin,Penguin Finance,https://penguinfinance.org/,yield-aggregator,avalanche
penpie,penpie,Penpie,https://www.pendle.magpiexyz.io/stake,staking,"arbitrum, ethereum, binance-smart-chain, optimism"
Perennial,Perennial,Perennial,https://perennial.finance/,,arbitrum
perpetual-protocol,perpetual-protocol,Perpetual,https://perp.exchange/,decentralized-exchange,"optimism, ethereum"
pharaoh-exchange,pharaoh-exchange,Pharaoh Exchange,https://pharaoh.exchange/,,linea
phemex,phemex,Phemex,https://phemex.com/,,optimism
phonon,phonon,Phonon,https://www.phonon.org/,payments,ethereum
phuture,phuture,Phuture,https://phuture.finance,asset-management,"ethereum, avalanche"
pickle,pickle,Pickle,https://pickle.finance/,yield-aggregator,"arbitrum, optimism, fantom, ethereum, gnosis, polygon"
pie-dao,pie-dao,PieDAO,https://www.piedao.org/,asset-management,ethereum
pika-protocol,pika-protocol,Pika Protocol V2,https://app.pikaprotocol.com,perpetuals-exchange,optimism
pika-protocol-v3,pika-protocol-v3,Pika Protocol V3,https://www.pikaprotocol.com/,perpetuals-exchange,optimism
pika-protocol-v4,pika-protocol-v4,Pika Protocol V4,https://www.pikaprotocol.com/,,optimism
pinata,pinata,Pinata,pinata.cloud,infrastructure,base
pingu-exchange,pingu-exchange,Pingu Exchange,https://twitter.com/PinguExchange,perpetuals-exchange,arbitrum
pink-sale,pink-sale,PinkSale,https://www.pinksale.finance/,launchpad,"ethereum, binance-smart-chain"
Pira-Finance,Pira-Finance,Pira Finance,https://www.pira.finance/,,base
pirate-nation,pirate-nation,Pirate Nation,https://www.piratenation.foundation/,,ethereum
pirex,pirex,Pirex,https://pirex.io/,farming,"arbitrum, ethereum"
pixel-map,pixel-map,Pixel Map,https://pixelmap.io,nft-marketplace,ethereum
pixelmon-trainer-adventure,pixelmon-trainer-adventure,Pixelmon Trainer Adventure,https://www.pixelmon.ai/,nft-marketplace,ethereum
pixelportal,pixelportal,Pixel Portal,https://pixels.ownthedoge.com,,"ethereum, base"
pixels,pixels,Pixels,https://www.pixels.xyz/,,ethereum
pixel-vault,pixel-vault,Pixel Vault,https://pixelvault.com/,,ethereum
pixl,pixl,Pixl,https://pixl.so/,,ethereum
pixotchi,pixotchi,Pixotchi,https://app.pixotchi.tech/,,base
planet-i-x,planet-i-x,PLANET IX,https://planetix.com/,,ethereum
planet-x,planet-x,Planet-X,https://www.playplanetx.com/,,ethereum
PlantBaseSwap,PlantBaseSwap,PlantBaseSwap,https://www.plantbaseswap.xyz/home,,base
platypus-finance,platypus-finance,Platypus Finance,https://platypus.finance/,decentralized-exchange,avalanche
plexus,plexus,PLEXUS,https://www.plexus.app/,,arbitrum
plutus,plutus,PlutusDAO,https://plutusdao.io/,"asset-management, farming",arbitrum
pnetwork,pnetwork,pNetwork,https://pnetwork-association.org/,bridge,ethereum
pods-yield,pods-yield,Pods Yield,https://www.pods.finance/,asset-management,ethereum
points,points,Points,https://points-token.vercel.app/,,ethereum
polka-city,polka-city,Polka City,https://app.polkacity.io/,,ethereum
polkastarter,polkastarter,Polkastarter,https://polkastarter.com/,,ethereum
polygon-bridge,polygon-bridge,Polygon Bridge,https://wallet.polygon.technology/,bridge,ethereum
polygon-staking,polygon-staking,Polygon Staking,https://polygon.technology/,staking,ethereum
